#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0021;I received a letter from my [Root.Religion.GetPriestTitle]s in the middle kingdom today. They had encountered a traveler from the faraway land of [KCCGetPilgrimHomeland] on the road between two [offmap_china.GetName] towns. The traveler quickly struck up a friendship with the lead [Root.Religion.GetPriestTitle], and after a few days the expedition leader...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0021a;Converted their friend & charged them with spreading [Root.Religion.GetHighGodNameCap]'s word.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0021b;Urged them to make their way to my court, certain that I would welcome them.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0021c;Had a tearful goodbye & finally parted ways.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0022a;At last! The [Root.Religion.GetPriestTitle]s I sent into the [offmap_china.GetName] have returned! They experienced many weird & wonderful adventures in their quest to spread the [Root.Religion.GetName] faith and bring the middle kingdom into [Root.Religion.GetHighGodNameCap]'s embrace, and their efforts have borne fruit- communities of [Root.Religion.GetName]s have sprung up where none existed before, and the [offmap_china.Ruler.Culture.GetName] are that much closer to the truth!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0022b;Woe is me! My [Root.Religion.GetPriestTitle]s have returned from the [offmap_china.GetName] with disheartening news! Despite their best efforts, they have not managed to win many converts to the [Root.Religion.GetName] way, and what little successes they did find are even now slipping back into their [offmap_china.Ruler.Religion.GetName] ways. We have failed [Root.Religion.GetHighGodNameCap].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0022a;We have planted a sturdy [Root.Religion.GetName] seed. For [Root.Religion.GetHighGodNameCap]!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0022b;The [Root.Religion.GetName] community in the [offmap_china.GetName] is small for now but given time it will surely blossom.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0022c;Is this my fault, or is it the work of [Root.Religion.GetRandomEvilGodNameCap]?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0025a;[offmap_china.Ruler.GetHerHisCap] Imperial Majesty, [offmap_china.Ruler.GetBestName], had previously granted your predecessor the right to preach the [Root.Religion.GetName] faith in our borders. [offmap_china.Ruler.GetSheHe] is prepared to grant you the same right, so long as your [Root.Religion.GetPriestTitle]s continue to respect our laws.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0025b;[offmap_china.Ruler.GetHerHisCap] Imperial Majesty, [offmap_china.Ruler.GetBestName], had previously denied your predecessor the right to preach the [Root.Religion.GetName] faith in our borders- but the villain refused & proved the [Root.PrimaryTitle.GetFullName] an enemy of the [offmap_china.GetName]. Now is your chance to repair relations- choose wisely...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0025a;I will carry on my predecessor's noble work.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0025b;This isn't worth the trouble it will cause.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0025c;I will not pollute the souls of the [offmap_china.GetName] with my predecessor's false religion.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0026a;At last! The [Root.Religion.GetPriestTitle]s my predecessor sent into the [offmap_china.GetName] have returned! They experienced many weird & wonderful adventures in their quest to spread the [Root.Religion.GetName] faith and bring the middle kingdom into [Root.Religion.GetHighGodNameCap]'s embrace, and their efforts have borne fruit- communities of [Root.Religion.GetName]s have sprung up where none existed before, and the [offmap_china.Ruler.Culture.GetName] are that much closer to the truth!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0027a;Now that I no longer follow the [From.GetName] faith, there is no need for me to continue supporting the [From.GetPriestTitle]s I have sent into the [offmap_china.GetName].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0027b;Unfortunately, now that I must practice the [Root.SecretReligion.GetName] faith in secret, I shall need to recall the [Root.SecretReligion.GetPriestTitle]s I have sent into the [offmap_china.GetName].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0027a;Perhaps I can send some [Root.Religion.GetPriestTitle]s in their place...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0027b;Wouldn't want to blow my cover now, would I?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0027c;I should focus on spreading the [Root.SecretReligion.GetName] faith at home before looking to the Middle Kingdom.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0028a;Unfortunately, I can no longer continue supporting the [Root.Religion.GetPriestTitle]s I have sent into the [offmap_china.GetName], as they are too far away.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0028b;Unfortunately, my recent loss in status means that I can no longer continue supporting the [Root.Religion.GetPriestTitle]s I have sent into the [offmap_china.GetName].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0028;Curses!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccmission.0032;My predecessor [portrait_target.GetTitledName] had been supporting a group of preaching [portrait_target.Religion.GetPriestTitle]s in [offmap_china.GetShortName] China before [portrait_target.GetHerHis] death. I of course have no intention of supporting the efforts of those heathens & will be cutting all funding & diplomatic support immediately.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccmission.0032;I hope [portrait_target.GetFirstName] is rolling in [portrait_target.GetHerHis] grave.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
